2018-02-05 21:19:29,515,31,1009
2018-02-05 21:19:30,507,34,1009
2018-02-05 21:19:31,517,95,1009
2018-02-05 21:19:32,506,31,1009
2018-02-05 21:19:33,509,34,1009
2018-02-05 21:19:34,593,30,1008
2018-02-05 21:19:35,513,31,1009
2018-02-05 21:19:36,517,34,1009
2018-02-05 21:19:37,520,30,1009
2018-02-05 21:19:38,515,32,1009
2018-02-05 21:19:39,512,33,1009
2018-02-05 21:19:40,513,29,1009
2018-02-05 21:19:41,515,32,1009
2018-02-05 21:19:42,511,34,1009
2018-02-05 21:19:43,513,31,1009
2018-02-05 21:19:44,523,32,1009
2018-02-05 21:19:45,518,34,1009
2018-02-05 21:19:46,511,50,1009
2018-02-05 21:19:47,511,32,1009
2018-02-05 21:19:48,536,36,1008
2018-02-05 21:19:49,521,30,1009
2018-02-05 21:19:50,498,38,1009
2018-02-05 21:19:51,560,30,1009
2018-02-05 21:19:52,513,31,1009
2018-02-05 21:19:53,520,34,1009
2018-02-05 21:19:54,506,29,1009
2018-02-05 21:19:55,514,32,1009
2018-02-05 21:19:56,515,110,1010
2018-02-05 21:19:57,515,42,1009
2018-02-05 21:19:58,520,98,1009
2018-02-05 21:19:59,527,159,1009
2018-02-05 21:20:00,510,92,1009
2018-02-05 21:20:01,517,33,1009
2018-02-05 21:20:02,519,43,1009
2018-02-05 21:20:03,503,34,1009
2018-02-05 21:20:04,509,33,1009
2018-02-05 21:20:05,513,34,1009
2018-02-05 21:20:06,525,30,1009
2018-02-05 21:20:07,506,32,1009
2018-02-05 21:20:08,533,34,1007
2018-02-05 21:20:09,514,31,1009
2018-02-05 21:20:10,509,33,1009
2018-02-05 21:20:11,460,32,1016
2018-02-05 21:20:12,510,31,1009
2018-02-05 21:20:13,528,34,1009
2018-02-05 21:20:14,524,29,1009
2018-02-05 21:20:15,518,32,1009
2018-02-05 21:20:16,513,33,1009
2018-02-05 21:20:17,517,30,1009
2018-02-05 21:20:18,524,32,1009
2018-02-05 21:20:19,513,32,1009
2018-02-05 21:20:20,516,137,1009
2018-02-05 21:20:21,479,261,1009
2018-02-05 21:20:22,514,32,1009
2018-02-05 21:20:23,515,29,1009
2018-02-05 21:20:24,510,33,1009
2018-02-05 21:20:25,517,34,1009
2018-02-05 21:20:26,514,30,1009
2018-02-05 21:20:27,519,35,1009
2018-02-05 21:20:28,518,34,1010
